,SizeRank,RegionName,State,City,Metro,CountyName,AveragePrice,Down_payment_20%
9640,9678,27882,NC,Spring Hope,"Rocky Mount, NC",Nash County,190448.62716661772,38089.72543332355
9652,9690,28466,NC,Wallace,,Duplin County,172335.44479878398,34467.088959756795
9670,9709,28168,NC,Vale,"Hickory-Lenoir-Morganton, NC",Catawba County,245324.10764167667,49064.821528335335
9723,9763,27045,NC,Rural Hall,"Winston-Salem, NC",Forsyth County,235738.79066987016,47147.758133974035
9729,9770,28207,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,1628491.0853925738,325698.2170785148
9746,9787,27601,NC,Raleigh,"Raleigh-Cary, NC",Wake County,483588.750530523,96717.7501061046
9756,9797,28777,NC,Spruce Pine,,Mitchell County,214527.4944246563,42905.498884931265
9771,9812,28610,NC,Claremont,"Hickory-Lenoir-Morganton, NC",Catawba County,217344.0527893973,43468.810557879464
9784,9825,28320,NC,Bladenboro,,Bladen County,66486.3830398763,13297.27660797526
9785,9826,28383,NC,Elrod,"Lumberton, NC",Robeson County,96091.95527554372,19218.391055108743
9797,9837,28657,NC,Newland,,Avery County,223738.73839682093,44747.74767936419
9829,9873,27239,NC,Denton,"Winston-Salem, NC",Davidson County,198050.21638219745,39610.043276439494
9903,9948,27017,NC,Dobson,"Mount Airy, NC",Surry County,196845.0566174812,39369.01132349624
9937,9982,28470,NC,Shallotte,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,309217.2525913008,61843.450518260164
9961,10007,28761,NC,Nebo,"Marion, NC",McDowell County,285203.740326945,57040.748065388994
10003,10050,27569,NC,Princeton,"Raleigh-Cary, NC",Johnston County,227155.57469335035,45431.11493867007
10065,10112,27542,NC,Kenly,"Raleigh-Cary, NC",Johnston County,211357.65139596956,42271.53027919392
10069,10116,28090,NC,,"Shelby, NC",Cleveland County,97196.8252718012,19439.365054360238
10076,10123,28730,NC,Fairview,"Asheville, NC",Buncombe County,491152.3386840904,98230.46773681809
10096,10143,27837,NC,Grimesland,"Greenville, NC",Pitt County,261115.59722419703,52223.11944483941
10115,10162,27573,NC,Roxboro,"Durham-Chapel Hill, NC",Person County,145442.7387103147,29088.547742062943
10132,10179,28463,NC,Tabor City,,Columbus County,117423.45356447756,23484.690712895514
10134,10182,27357,NC,Stokesdale,"Greensboro-High Point, NC",Rockingham County,288639.93379020964,57727.98675804193
10138,10186,27018,NC,East Bend,"Winston-Salem, NC",Yadkin County,217606.36087258463,43521.272174516926
10143,10191,28174,NC,Wingate,"Charlotte-Concord-Gastonia, NC-SC",Union County,279319.11129815126,55863.82225963025
10176,10224,27572,NC,Rougemont,"Durham-Chapel Hill, NC",Durham County,301035.1372755526,60207.027455110525
10274,10323,28713,NC,Bryson City,"Cullowhee, NC",Swain County,267972.54486006935,53594.50897201387
10305,10355,28904,NC,Hayesville,,Clay County,301931.3774280729,60386.275485614584
10352,10402,28422,NC,,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,353771.51483006804,70754.30296601361
10363,10413,27371,NC,Troy,,Montgomery County,193689.1153071529,38737.82306143059
10368,10417,27983,NC,,,Bertie County,34270.39160357907,6854.078320715814
10391,10441,28371,NC,Parkton,"Fayetteville, NC",Robeson County,190399.73213506627,38079.94642701325
10397,10447,28107,NC,,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,385385.1060068396,77077.02120136793
10425,10474,27048,NC,Stoneville,"Greensboro-High Point, NC",Rockingham County,115816.4213893587,23163.284277871742
10452,10502,28479,NC,Winnabow,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,352212.9430555254,70442.5886111051
10461,10511,28754,NC,Mars Hill,"Asheville, NC",Madison County,366413.0618353944,73282.61236707888
10510,10564,28080,NC,Iron Station,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,351143.45199059934,70228.69039811987
10528,10583,27589,NC,Warrenton,,Warren County,133330.34833778217,26666.069667556436
10587,10642,28690,NC,,"Hickory-Lenoir-Morganton, NC",Burke County,209362.9945424029,41872.598908480584
10600,10655,27043,NC,Pinnacle,"Winston-Salem, NC",Stokes County,221483.0080802288,44296.601616045766
10633,10688,28771,NC,,,Graham County,221529.0865550245,44305.8173110049
10644,10699,27557,NC,Middlesex,"Rocky Mount, NC",Nash County,217795.30403055856,43559.06080611172
10665,10722,28518,NC,Beulaville,,Duplin County,179041.39554944585,35808.27910988917
10712,10769,28204,NC,Charlotte,"Charlotte-Concord-Gastonia, NC-SC",Mecklenburg County,682384.0875167532,136476.81750335064
10724,10781,28768,NC,Pisgah Forest,"Brevard, NC",Transylvania County,407790.8049860415,81558.16099720831
10797,10854,28398,NC,Warsaw,,Duplin County,114861.89622368652,22972.379244737305
10814,10872,28339,NC,Erwin,"Fayetteville, NC",Harnett County,164666.61459085587,32933.32291817117
10822,10879,28114,NC,Mooresboro,"Forest City, NC",Rutherford County,105115.07579381956,21023.015158763912
10843,10902,27041,NC,Pilot Mountain,"Mount Airy, NC",Surry County,216961.14416596535,43392.228833193076
10849,10908,27954,NC,Manteo,"Kill Devil Hills, NC",Dare County,469866.8719939776,93973.37439879552
10984,11046,27509,NC,Butner,"Durham-Chapel Hill, NC",Granville County,226782.2449380741,45356.44898761482
11021,11084,28694,NC,West Jefferson,,Ashe County,268887.7163575178,53777.543271503564
11071,11138,27316,NC,Ramseur,"Greensboro-High Point, NC",Randolph County,172211.4240331432,34442.284806628646
11102,11169,27850,NC,Littleton,"Roanoke Rapids, NC",Halifax County,216800.84743328972,43360.16948665795
11108,11175,28127,NC,New London,"Albemarle, NC",Stanly County,270466.6607301692,54093.33214603385
11118,11184,27823,NC,Enfield,"Roanoke Rapids, NC",Halifax County,51050.21831888606,10210.043663777213
11130,11197,28785,NC,Waynesville,"Asheville, NC",Haywood County,352780.22956108133,70556.04591221627
11135,11202,28128,NC,Norwood,"Albemarle, NC",Stanly County,248540.9336882116,49708.186737642325
11156,11220,28465,NC,Oak Island,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,522183.3844472713,104436.67688945426
11157,11224,27325,NC,Robbins,"Pinehurst-Southern Pines, NC",Moore County,141447.00943190293,28289.401886380587
11177,11245,28040,NC,Ellenboro,"Forest City, NC",Rutherford County,154496.20304417858,30899.240608835717
11191,11259,28445,NC,,"Jacksonville, NC",Onslow County,525071.4982223295,105014.29964446591
11239,11307,27013,NC,Cleveland,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,225302.6708601745,45060.5341720349
11251,11319,28458,NC,,,Duplin County,115382.60802786778,23076.52160557356
11259,11326,27051,NC,Walkertown,"Winston-Salem, NC",Forsyth County,219307.6718207577,43861.53436415154
11260,11326,28124,NC,Mount Pleasant,"Charlotte-Concord-Gastonia, NC-SC",Cabarrus County,323130.51997139124,64626.10399427825
11265,11334,27377,NC,Whitsett,"Greensboro-High Point, NC",Guilford County,289325.4920565465,57865.0984113093
11283,11352,27505,NC,Broadway,"Fayetteville, NC",Harnett County,240139.0488008319,48027.80976016638
11299,11367,27817,NC,,"Washington, NC",Beaufort County,305529.0429610863,61105.80859221727
11303,11372,28586,NC,Vanceboro,"New Bern, NC",Craven County,151226.23308371147,30245.246616742297
11313,11383,27949,NC,Kitty Hawk,"Kill Devil Hills, NC",Dare County,747321.7307277342,149464.34614554685
11338,11408,28678,NC,Stony Point,"Hickory-Lenoir-Morganton, NC",Alexander County,217215.09550293756,43443.01910058752
11395,11467,27310,NC,Oak Ridge,"Greensboro-High Point, NC",Guilford County,480492.52998388576,96098.50599677715
11421,11494,28469,NC,Ocean Isle Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,594747.8066984686,118949.56133969373
11481,11557,28604,NC,Banner Elk,,Avery County,456896.7915378132,91379.35830756265
11528,11603,27306,NC,Mount Gilead,,Montgomery County,227694.43489193404,45538.886978386814
11538,11615,28651,NC,Millers Creek,"North Wilkesboro, NC",Wilkes County,215284.32513091317,43056.86502618264
11572,11649,28073,NC,Grover,"Shelby, NC",Cleveland County,100099.73097797691,20019.946195595385
11586,11663,28789,NC,Whittier,"Cullowhee, NC",Jackson County,292828.3028531712,58565.66057063424
11605,11680,28705,NC,Bakersville,,Mitchell County,197148.7620840983,39429.75241681966
11609,11686,28428,NC,Carolina Beach,"Wilmington, NC",New Hanover County,610077.1122113024,122015.42244226049
11610,11687,27313,NC,Pleasant Garden,"Greensboro-High Point, NC",Guilford County,254316.28698248463,50863.25739649693
11612,11690,28675,NC,Sparta,,Alleghany County,216268.84029638008,43253.768059276015
11684,11767,28762,NC,Old Fort,"Marion, NC",McDowell County,247765.90916389905,49553.18183277981
11698,11780,28431,NC,Chadbourn,,Columbus County,113693.30948365566,22738.661896731133
11721,11805,28429,NC,Castle Hayne,"Wilmington, NC",New Hanover County,300009.66265496,60001.932530992
11754,11837,28420,NC,Ash,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,214556.6378349893,42911.32756699786
11760,11844,28572,NC,Pink Hill,"Kinston, NC",Lenoir County,139321.63197048943,27864.326394097887
11761,11845,27962,NC,Plymouth,,Washington County,74798.88513798184,14959.777027596368
11780,11863,28530,NC,Grifton,"Greenville, NC",Pitt County,142896.32735826852,28579.265471653707
11791,11874,28673,NC,Sherrills Ford,"Hickory-Lenoir-Morganton, NC",Catawba County,495974.5164184838,99194.90328369677
11798,11881,27020,NC,Hamptonville,"Winston-Salem, NC",Yadkin County,198091.25717686964,39618.25143537393
11806,11890,28578,NC,Seven Springs,"Goldsboro, NC",Wayne County,90404.11006013853,18080.822012027707
11896,11981,28759,NC,Mills River,"Asheville, NC",Henderson County,485331.65096595854,97066.33019319171
11898,11984,27605,NC,Raleigh,"Raleigh-Cary, NC",Wake County,671792.62395398,134358.52479079601
11912,11999,28722,NC,Tryon,,Polk County,343626.6716689105,68725.3343337821
11957,12046,27350,NC,Sophia,"Greensboro-High Point, NC",Randolph County,213747.29356795156,42749.45871359031
12025,12114,27258,NC,Mebane,"Burlington, NC",Alamance County,282585.06579190417,56517.01315838084
12055,12145,28609,NC,Catawba,"Hickory-Lenoir-Morganton, NC",Catawba County,251663.26393021308,50332.65278604262
12060,12151,28478,NC,Willard,"Wilmington, NC",Pender County,168785.5600466561,33757.11200933122
12104,12195,28382,NC,Roseboro,,Sampson County,102609.26322621868,20521.852645243736
12151,12245,28386,NC,,"Fayetteville, NC",Hoke County,93323.84394276828,18664.768788553654
12164,12258,28135,NC,Polkton,"Charlotte-Concord-Gastonia, NC-SC",Anson County,112168.09615870506,22433.619231741013
12233,12328,27521,NC,Coats,"Fayetteville, NC",Harnett County,210311.1105183163,42062.22210366326
12293,12390,28782,NC,Tryon,,Polk County,349271.31523494096,69854.2630469882
12306,12402,28642,NC,Jonesville,"Winston-Salem, NC",Yadkin County,153239.92647235745,30647.98529447149
12317,12414,27349,NC,Snow Camp,"Burlington, NC",Alamance County,271541.3198738094,54308.26397476188
12361,12462,27583,NC,Timberlake,"Durham-Chapel Hill, NC",Person County,260406.36530691103,52081.273061382206
12416,12517,27855,NC,Murfreesboro,,Hertford County,86171.41697779804,17234.28339555961
12444,12547,27299,NC,Lexington,"Winston-Salem, NC",Davidson County,203342.39878379204,40668.47975675841
12449,12552,28555,NC,Maysville,"Jacksonville, NC",Onslow County,188960.5882081109,37792.11764162218
12458,12562,28605,NC,Blowing Rock,"Boone, NC",Watauga County,655628.5831098106,131125.7166219621
12467,12569,28129,NC,Oakboro,"Albemarle, NC",Stanly County,292464.19060694426,58492.83812138886
12517,12621,27235,NC,Colfax,"Greensboro-High Point, NC",Guilford County,360327.4355447039,72065.48710894078
12532,12636,28163,NC,Stanfield,"Albemarle, NC",Stanly County,323283.1076650167,64656.621533003345
12631,12739,27243,NC,Efland,"Durham-Chapel Hill, NC",Orange County,321501.5111503413,64300.302230068264
12635,12743,27248,NC,Franklinville,"Greensboro-High Point, NC",Randolph County,167230.87470318726,33446.17494063745
12661,12769,27809,NC,,"Rocky Mount, NC",Nash County,185954.73037279092,37190.94607455818
12702,12812,28018,NC,Bostic,"Forest City, NC",Rutherford County,181882.988322332,36376.597664466404
12750,12863,27807,NC,Bailey,"Rocky Mount, NC",Nash County,212388.52540748825,42477.705081497654
12785,12897,27503,NC,Bahama,"Durham-Chapel Hill, NC",Durham County,418153.3750027238,83630.67500054477
12817,12930,28305,NC,Fayetteville,"Fayetteville, NC",Cumberland County,231612.0016551797,46322.40033103594
12839,12952,28341,NC,Faison,,Duplin County,103857.00817422124,20771.40163484425
12877,12992,28468,NC,Sunset Beach,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Brunswick County,489560.3928735728,97912.07857471457
12896,13011,27341,NC,Seagrove,"Greensboro-High Point, NC",Randolph County,178190.4150758436,35638.08301516872
12908,13022,28742,NC,Horse Shoe,"Asheville, NC",Henderson County,416515.6547398213,83303.13094796427
12912,13027,28366,NC,Newton Grove,,Sampson County,131998.54292292462,26399.708584584925
12927,13042,27379,NC,Yanceyville,,Caswell County,134788.10229962476,26957.620459924954
12948,13063,27871,NC,,,Martin County,80458.50938159467,16091.701876318935
12959,13073,28433,NC,Clarkton,,Bladen County,81906.73287934392,16381.346575868785
13005,13121,28901,NC,Andrews,,Cherokee County,210822.4792917557,42164.49585835115
13051,13165,27050,NC,Tobaccoville,"Winston-Salem, NC",Forsyth County,221987.40210396485,44397.48042079297
13098,13214,28097,NC,,"Albemarle, NC",Stanly County,343443.70666811144,68688.7413336223
13112,13230,27209,NC,Biscoe,,Montgomery County,143986.22577682845,28797.24515536569
13126,13244,27891,NC,Whitakers,"Rocky Mount, NC",Nash County,145753.18685796566,29150.637371593133
13128,13247,27851,NC,Lucama,"Wilson, NC",Wilson County,161024.04349564423,32204.808699128847
13171,13289,28394,NC,Vass,"Pinehurst-Southern Pines, NC",Moore County,319863.9975492508,63972.799509850156
13240,13360,28318,NC,Autryville,,Sampson County,148562.0450332717,29712.40900665434
13248,13367,27563,NC,Norlina,,Warren County,123041.85951119842,24608.371902239684
13279,13399,27544,NC,Kittrell,"Henderson, NC",Vance County,179073.92669088277,35814.78533817655
13307,13428,28351,NC,Laurel Hill,"Laurinburg, NC",Scotland County,82917.17627374272,16583.435254748543
13354,13476,28323,NC,Bunnlevel,"Fayetteville, NC",Harnett County,263228.15549946175,52645.63109989235
13382,13505,28356,NC,Linden,"Fayetteville, NC",Harnett County,237129.04348643115,47425.80869728624
13390,13515,28391,NC,Stedman,"Fayetteville, NC",Cumberland County,214447.0755731988,42889.41511463976
13501,13625,27011,NC,Boonville,"Winston-Salem, NC",Yadkin County,189673.00320677075,37934.600641354155
13622,13752,28751,NC,Maggie Valley,"Asheville, NC",Haywood County,352797.79043171974,70559.55808634395
13758,13893,28701,NC,Alexander,"Asheville, NC",Buncombe County,381844.23906582623,76368.84781316525
13800,13933,28636,NC,Hiddenite,"Hickory-Lenoir-Morganton, NC",Alexander County,160379.0305102565,32075.8061020513
13806,13941,27830,NC,,"Goldsboro, NC",Wayne County,89700.70792187659,17940.141584375317
13811,13945,27541,NC,Hurdle Mills,"Durham-Chapel Hill, NC",Person County,272897.3223048319,54579.46446096638
13921,14059,27027,NC,Mayodan,"Greensboro-High Point, NC",Rockingham County,102273.91050577578,20454.782101155157
13942,14080,28692,NC,Vilas,"Boone, NC",Watauga County,367135.76371842506,73427.15274368502
13943,14082,27921,NC,Camden,"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,313888.8181390527,62777.76362781055
13968,14107,28456,NC,Riegelwood,,Columbus County,132798.14124906124,26559.62824981225
14000,14140,27571,NC,Rolesville,"Raleigh-Cary, NC",Wake County,486714.1728479548,97342.83456959097
14007,14146,28544,NC,Midway Park,"Jacksonville, NC",Onslow County,179527.93842083818,35905.587684167636
14017,14157,27864,NC,Pinetops,"Rocky Mount, NC",Edgecombe County,136747.69341874198,27349.538683748397
14073,14215,27839,NC,Halifax,"Roanoke Rapids, NC",Halifax County,68911.80626641336,13782.361253282674
14097,14239,28756,NC,,,Polk County,318444.1922936289,63688.838458725775
14155,14298,28338,NC,Ellerbe,"Rockingham, NC",Richmond County,98356.37103789276,19671.274207578554
14182,14326,28773,NC,Saluda,,Polk County,391356.0014628647,78271.20029257295
14199,14343,27019,NC,Germanton,"Winston-Salem, NC",Stokes County,213860.7412697844,42772.14825395688
14204,14350,28634,NC,Harmony,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,227836.57887125836,45567.31577425168
14216,14362,27805,NC,Aulander,,Hertford County,55576.0798224934,11115.21596449868
14268,14415,27874,NC,Scotland Neck,"Roanoke Rapids, NC",Halifax County,63604.12246999672,12720.824493999346
14309,14456,28585,NC,Trenton,"New Bern, NC",Jones County,106816.247848904,21363.2495697808
14337,14484,27207,NC,Bear Creek,"Durham-Chapel Hill, NC",Chatham County,278724.35838622827,55744.871677245654
14391,14541,27810,NC,Belhaven,"Washington, NC",Beaufort County,220765.78277751055,44153.156555502115
14406,14556,27883,NC,Stantonsburg,,Greene County,137689.8274201899,27537.96548403798
14412,14562,28098,NC,Lowell,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,253875.1787621701,50775.03575243402
14414,14562,27925,NC,Columbia,,Tyrrell County,139750.35150211447,27950.070300422896
14441,14593,28654,NC,Moravian Falls,"North Wilkesboro, NC",Wilkes County,221120.77192072303,44224.15438414461
14486,14639,27937,NC,Gates,"Virginia Beach-Norfolk-Newport News, VA-NC",Gates County,214394.1924669704,42878.83849339408
14535,14693,28741,NC,Highlands,,Macon County,834126.9116518152,166825.38233036303
14567,14729,27970,NC,Roper,,Washington County,91945.24572383457,18389.049144766916
14673,14837,28441,NC,Garland,,Sampson County,62521.679038271664,12504.335807654334
14676,14840,28573,NC,Pollocksville,"New Bern, NC",Jones County,127381.45247255413,25476.290494510828
14745,14916,28640,NC,Laurel Springs,,Ashe County,280921.3430447173,56184.26860894346
14761,14932,28594,NC,Emerald Isle,"Morehead City, NC",Carteret County,714476.7160465788,142895.34320931576
14763,14934,28349,NC,Kenansville,,Duplin County,162406.3270987893,32481.265419757863
14827,14999,27976,NC,South Mills,"Virginia Beach-Norfolk-Newport News, VA-NC",Camden County,342019.6449684881,68403.92899369761
14885,15061,27229,NC,Candor,,Montgomery County,130840.47919155104,26168.09583831021
14900,15078,28676,NC,Elkin,"Mount Airy, NC",Surry County,210530.5013442808,42106.100268856164
14954,15129,27831,NC,Gaston,"Roanoke Rapids, NC",Northampton County,73925.37519349631,14785.075038699262
14960,15137,27233,NC,Climax,"Greensboro-High Point, NC",Randolph County,220577.92737854933,44115.58547570987
14964,15141,28669,NC,Roaring River,"North Wilkesboro, NC",Wilkes County,201910.84008883257,40382.16801776652
14991,15169,28453,NC,Magnolia,,Duplin County,117183.16695573022,23436.633391146046
15000,15180,27846,NC,Jamesville,,Martin County,88129.77856257702,17625.955712515406
15008,15188,28508,NC,Albertson,,Duplin County,162597.36928692038,32519.473857384077
15045,15228,27924,NC,,,Bertie County,46317.56811195474,9263.513622390949
15065,15251,28125,NC,Mount Ulla,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,336344.14972198266,67268.82994439654
15132,15319,28137,NC,Richfield,"Albemarle, NC",Stanly County,260719.6442578096,52143.92885156192
15156,15342,28643,NC,Lansing,,Ashe County,206693.8147104885,41338.7629420977
15169,15357,28905,NC,Marble,,Cherokee County,243193.4631791068,48638.69263582136
15232,15424,28344,NC,Wade,"Fayetteville, NC",Cumberland County,164411.50755449265,32882.301510898535
15270,15461,27281,NC,Jackson Springs,"Pinehurst-Southern Pines, NC",Moore County,349724.7769806098,69944.95539612196
15297,15492,28454,NC,Maple Hill,"Jacksonville, NC",Onslow County,230686.17705382864,46137.23541076573
15300,15495,27326,NC,Ruffin,"Greensboro-High Point, NC",Rockingham County,140397.13717649525,28079.42743529905
15308,15503,28071,NC,Gold Hill,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,249981.85650584404,49996.37130116881
15344,15534,28635,NC,Hays,"North Wilkesboro, NC",Wilkes County,189564.9760358991,37912.995207179825
15353,15549,27806,NC,Aurora,"Washington, NC",Beaufort County,124935.19600020938,24987.03920004188
15359,15554,27562,NC,New Hill,"Raleigh-Cary, NC",Wake County,601679.7024619731,120335.94049239461
15360,15554,28512,NC,,"Morehead City, NC",Carteret County,704721.534604643,140944.30692092862
15447,15650,27880,NC,Sims,"Wilson, NC",Wilson County,250691.1748642649,50138.23497285298
15448,15650,27311,NC,Providence,,Caswell County,113372.99414554964,22674.59882910993
15530,15734,28160,NC,Spindale,"Forest City, NC",Rutherford County,121837.061976534,24367.4123953068
15561,15769,28684,NC,Todd,"Boone, NC",Watauga County,382453.80170336337,76490.76034067267
15609,15819,28525,NC,Deep Run,"Kinston, NC",Lenoir County,124710.63877295954,24942.12775459191
15654,15863,27852,NC,Pinetops,"Rocky Mount, NC",Edgecombe County,144375.82372551147,28875.164745102295
15677,15890,28670,NC,Ronda,"North Wilkesboro, NC",Wilkes County,186696.6118482648,37339.32236965296
15742,15959,27053,NC,Mount Airy,"Winston-Salem, NC",Stokes County,184669.5583421419,36933.91166842839
15808,16033,28369,NC,Proctorville,"Lumberton, NC",Robeson County,102933.86875413232,20586.773750826465
15820,16044,27845,NC,,"Roanoke Rapids, NC",Northampton County,85885.77536709128,17177.155073418257
15872,16099,28167,NC,Union Mills,"Forest City, NC",Rutherford County,194486.34387702067,38897.26877540413
15923,16151,28790,NC,Zirconia,"Asheville, NC",Henderson County,356183.5609180881,71236.71218361762
16004,16234,28395,NC,Wade,"Fayetteville, NC",Cumberland County,219150.61192761143,43830.12238552229
16035,16264,27581,NC,Stem,"Durham-Chapel Hill, NC",Granville County,279463.3855767495,55892.67711534991
16048,16277,27559,NC,Moncure,"Durham-Chapel Hill, NC",Chatham County,394169.49381831335,78833.89876366267
16050,16281,28385,NC,Salemburg,,Sampson County,119242.38256325516,23848.476512651032
16063,16295,28033,NC,Crouse,"Charlotte-Concord-Gastonia, NC-SC",Lincoln County,263546.952105351,52709.39042107021
16066,16296,27959,NC,,"Kill Devil Hills, NC",Dare County,656782.9391517438,131356.58783034876
16147,16380,27816,NC,Castalia,"Raleigh-Cary, NC",Franklin County,182712.5529281308,36542.510585626165
16164,16398,28032,NC,Cramerton,"Charlotte-Concord-Gastonia, NC-SC",Gaston County,264631.02924192214,52926.20584838443
16167,16401,28526,NC,Dover,"New Bern, NC",Craven County,107737.41774254746,21547.483548509495
16276,16516,27356,NC,Star,,Montgomery County,142447.8497208469,28489.56994416938
16293,16535,28689,NC,Union Grove,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,285177.8201478229,57035.564029564586
16298,16535,28423,NC,Bolton,,Columbus County,119723.05072202276,23944.610144404553
16390,16636,28373,NC,Pinebluff,"Pinehurst-Southern Pines, NC",Moore County,262237.8320935213,52447.566418704264
16493,16750,28363,NC,Wagram,"Laurinburg, NC",Scotland County,94366.32008482818,18873.264016965637
16496,16750,27355,NC,Staley,"Greensboro-High Point, NC",Randolph County,201957.2305884954,40391.44611769909
16531,16790,28396,NC,Wagram,"Laurinburg, NC",Scotland County,137924.9371509366,27584.98743018732
16560,16819,28133,NC,Peachland,"Charlotte-Concord-Gastonia, NC-SC",Anson County,139365.0551968308,27873.01103936616
16562,16823,28582,NC,Stella,"Jacksonville, NC",Onslow County,352244.2764403632,70448.85528807265
16564,16824,27950,NC,Knotts Island,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,360816.7234847088,72163.34469694177
16578,16838,27812,NC,Bethel,"Rocky Mount, NC",Edgecombe County,125247.48528102331,25049.497056204666
16594,16855,28740,NC,Bakersville,,Yancey County,229098.87986145428,45819.77597229086
16597,16858,28763,NC,Otto,,Macon County,264611.3382129636,52922.26764259272
16634,16894,28091,NC,Lilesville,"Charlotte-Concord-Gastonia, NC-SC",Anson County,65551.99572736201,13110.399145472402
16656,16919,28436,NC,Delco,,Columbus County,162607.37762237762,32521.475524475525
16663,16923,27888,NC,Walstonburg,,Greene County,150349.4764621218,30069.89529242436
16696,16961,27024,NC,Lowgap,"Mount Airy, NC",Surry County,167873.90571576238,33574.781143152475
16728,16997,28357,NC,Lumber Bridge,"Fayetteville, NC",Hoke County,155216.4219237983,31043.284384759663
16742,17009,27283,NC,Julian,"Greensboro-High Point, NC",Guilford County,219572.1984004644,43914.43968009288
16754,17023,28571,NC,Oriental,"New Bern, NC",Pamlico County,388730.0265478495,77746.00530956991
16785,17057,28726,NC,East Flat Rock,"Asheville, NC",Henderson County,264682.6173513992,52936.52347027985
16852,17127,27920,NC,Frisco,"Kill Devil Hills, NC",Dare County,429677.6352401997,85935.52704803995
16956,17233,28159,NC,Spencer,"Charlotte-Concord-Gastonia, NC-SC",Rowan County,162691.22303524337,32538.244607048677
16961,17236,28464,NC,Teachey,,Duplin County,166397.06623281376,33279.413246562755
16983,17258,27009,NC,Belews Creek,"Winston-Salem, NC",Forsyth County,274000.6272329322,54800.12544658644
16998,17275,28665,NC,Purlear,"North Wilkesboro, NC",Wilkes County,271063.2293951074,54212.64587902149
17080,17364,28618,NC,Deep Gap,"Boone, NC",Watauga County,347776.1420606326,69555.22841212653
17131,17418,28430,NC,Cerro Gordo,,Columbus County,142864.875,28572.975000000002
17145,17435,28515,NC,,"New Bern, NC",Pamlico County,153597.3462594426,30719.46925188852
17182,17469,27844,NC,Hollister,"Roanoke Rapids, NC",Halifax County,50740.34729745761,10148.069459491522
17213,17506,28709,NC,Barnardsville,"Asheville, NC",Buncombe County,338947.0555843844,67789.41111687689
17218,17506,28538,NC,Hookerton,,Greene County,145863.97768180832,29172.795536361664
17235,17530,27832,NC,Gaston,"Roanoke Rapids, NC",Northampton County,104390.36662448652,20878.073324897305
17278,17573,27553,NC,Manson,"Henderson, NC",Vance County,221189.74673800683,44237.94934760137
17358,17661,27814,NC,Blounts Creek,"Washington, NC",Beaufort County,192724.9572287028,38544.99144574056
17365,17671,27808,NC,Bath,"Washington, NC",Beaufort County,347023.6311730755,69404.72623461511
17476,17789,28527,NC,Ernul,"New Bern, NC",Craven County,177968.30447023408,35593.66089404682
17521,17827,28660,NC,Olin,"Charlotte-Concord-Gastonia, NC-SC",Iredell County,292652.6133478003,58530.52266956006
17571,17885,27869,NC,,"Roanoke Rapids, NC",Northampton County,68643.03742932994,13728.607485865989
17641,17962,27212,NC,Blanch,,Caswell County,171337.7474764772,34267.54949529544
17682,18008,28615,NC,Creston,,Ashe County,196874.60667223987,39374.92133444798
17700,18028,28617,NC,Crumpler,,Ashe County,235395.22971491283,47079.04594298257
17735,18069,27291,NC,Leasburg,,Caswell County,251787.8626239878,50357.572524797564
17739,18074,27964,NC,,"Virginia Beach-Norfolk-Newport News, VA-NC",Currituck County,393124.4642733722,78624.89285467444
17741,18074,28746,NC,Lake Lure,"Forest City, NC",Rutherford County,437672.5951531034,87534.5190306207
17742,18077,28523,NC,Cove City,"New Bern, NC",Craven County,147915.96778581853,29583.193557163708
17780,18119,28626,NC,Fleetwood,,Ashe County,321123.724924258,64224.744984851604
17788,18124,27820,NC,Conway,"Roanoke Rapids, NC",Northampton County,106883.68321003912,21376.736642007825
17798,18141,28622,NC,Elk Park,,Avery County,239333.26600553512,47866.65320110702
17807,18154,27007,NC,Ararat,"Mount Airy, NC",Surry County,211502.02749737748,42300.4054994755
17818,18165,28679,NC,Vilas,"Boone, NC",Watauga County,349904.6663289705,69980.93326579411
17846,18194,28455,NC,Nakina,,Columbus County,147468.7142857143,29493.74285714286
17903,18256,28644,NC,Laurel Springs,,Alleghany County,238549.6983865785,47709.939677315706
17911,18266,28450,NC,Lake Waccamaw,,Columbus County,290722.79821050406,58144.559642100816
